id,Make,link,City - Cold Weather,Highway - Cold Weather,Combined - Cold Weather,City - Mild Weather,Highway - Mild Weather,Combined - Mild Weather,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,Drive,Battery Capacity,Charge Power,Charge Speed,Fastcharge Speed,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats
1179,Audi,https://ev-database.org/car/1179/Audi-Q4-e-tron-35,280,200,240,420,260,325,9.0,160,285,125,310,Rear,55.0,7.2,34,360,4588,1865,1632,2764,2475,585,520,5
1556,Volkswagen,https://ev-database.org/car/1556/Volkswagen-ID5-Pro,420,310,360,620,395,490,10.4,160,430,128,235,Rear,82.0,11.0,52,540,4599,1852,1615,2771,2650,608,549,5
1536,Renault,https://ev-database.org/car/1536/Renault-Megane-E-Tech-EV40-130hp,245,175,210,370,230,285,10.0,150,250,96,250,Front,40.0,22.0,110,360,4200,1768,1505,2685,2050,550,440,5
1713,Mercedes,https://ev-database.org/car/1713/Mercedes-EQE-300,485,375,430,730,485,590,7.6,210,515,180,550,Rear,100.0,11.0,54,650,4946,1906,1492,3120,2880,570,430,5
1660,Audi,https://ev-database.org/car/1660/Audi-e-tron-50-quattro,285,205,240,405,255,320,6.8,190,280,230,540,AWD,71.0,11.0,40,470,4901,1935,1616,2928,3040,670,660,5
1750,Kia,https://ev-database.org/car/1750/Kia-e-Soul-392-kWh,230,160,195,350,210,265,9.9,157,230,100,395,Front,42.0,7.2,36,200,4195,1800,1605,2600,2025,490,315,5
1612,Toyota,https://ev-database.org/car/1612/Toyota-PROACE-Shuttle-L-75-kWh,275,180,225,385,225,290,13.1,130,260,100,260,Front,75.0,7.4,24,280,5306,1920,1890,3275,3100,911,980,9
1611,Toyota,https://ev-database.org/car/1611/Toyota-PROACE-Shuttle-M-75-kWh,275,180,225,385,225,290,13.1,130,260,100,260,Front,75.0,7.4,24,280,4959,1920,1890,3275,3100,917,550,9
1480,Kia,https://ev-database.org/car/1480/Kia-EV6-Standard-Range-2WD,300,215,255,450,280,350,8.5,185,305,125,350,Rear,58.0,11.0,53,750,4680,1880,1550,2900,2340,540,511,5
1671,Ford,https://ev-database.org/car/1671/Ford-Mustang-Mach-E-ER-AWD,435,310,370,630,395,490,5.8,180,435,258,580,AWD,98.7,11.0,45,380,4713,1881,1624,2984,2690,508,322,5
1473,BMW,https://ev-database.org/car/1473/BMW-iX-xDrive50,500,365,430,720,465,575,4.6,200,505,385,765,AWD,111.5,11.0,45,680,4953,1967,1696,3000,3145,635,500,5
1153,Audi,https://ev-database.org/car/1153/Audi-e-tron-GT-RS,395,295,345,565,375,460,3.3,250,405,475,830,AWD,93.4,11.0,45,1000,4990,1960,1410,2900,2860,515,366,4
1538,Mercedes,https://ev-database.org/car/1538/Mercedes-EQE-350plus,500,385,440,745,500,605,6.4,210,525,215,565,Rear,100.0,11.0,54,780,4946,1906,1492,3120,2880,600,430,5
1747,Hongqi,https://ev-database.org/car/1747/Hongqi-E-HS9-99-kWh,370,255,305,515,315,395,4.9,200,355,405,750,AWD,99.0,11.0,37,410,5209,2010,1731,3110,3180,550,438,5
1609,Toyota,https://ev-database.org/car/1609/Toyota-PROACE-Shuttle-M-50-kWh,190,120,150,260,150,195,12.1,130,175,100,260,Front,50.0,7.4,24,280,4959,1920,1890,3275,3015,1003,550,9
1627,Volkswagen,https://ev-database.org/car/1627/Volkswagen-ID4-Pro,405,295,345,600,375,465,10.4,160,410,128,235,Rear,82.0,11.0,50,520,4584,1852,1640,2771,2660,612,543,5
1518,CUPRA,https://ev-database.org/car/1518/CUPRA-Born-170-kW---77-kWh,435,320,375,655,415,515,7.0,160,450,170,310,Rear,82.0,11.0,55,570,4322,1809,1540,2766,2300,429,385,4
1621,Porsche,https://ev-database.org/car/1621/Porsche-Taycan-Sport-Turismo,370,275,325,545,355,435,5.4,230,380,300,345,Rear,79.2,11.0,50,930,4963,1966,1405,2900,2770,690,446,4
1251,Lexus,https://ev-database.org/car/1251/Lexus-UX-300e,235,165,200,350,210,270,7.5,160,235,150,300,Front,54.3,6.6,29,150,4495,1840,1545,2640,2245,460,367,5
1164,Renault,https://ev-database.org/car/1164/Renault-Zoe-ZE50-R110,310,220,265,475,285,365,11.4,135,315,80,225,Front,54.7,22.0,110,230,4087,1787,1562,2588,1988,486,338,5
1437,Porsche,https://ev-database.org/car/1437/Porsche-Taycan-4S-Cross-Turismo,415,310,360,610,395,485,4.1,240,425,420,650,AWD,93.4,11.0,47,1050,4974,1967,1409,2904,2885,715,446,4
1393,Porsche,https://ev-database.org/car/1393/Porsche-Taycan,390,295,345,580,385,470,5.4,230,410,300,345,Rear,79.2,11.0,54,1010,4963,1966,1395,2900,2795,745,407,4
1663,Hyundai,https://ev-database.org/car/1663/Hyundai-IONIQ-5-Long-Range-AWD,380,275,325,560,350,435,5.1,185,385,239,605,AWD,77.4,11.0,49,1010,4635,1890,1605,3000,2560,515,527,5
1523,Peugeot,https://ev-database.org/car/1523/Peugeot-e-Rifter-Long-50-kWh,205,135,165,290,170,220,11.7,135,195,100,260,Front,50.0,7.4,27,310,4753,1921,1882,2975,2455,646,806,7
1315,Mercedes,https://ev-database.org/car/1315/Mercedes-EQV-300-Extra-Long,325,215,265,445,265,335,13.1,160,305,150,362,Front,100.0,11.0,32,310,5370,1928,1901,3430,3500,915,1410,7
1705,Dacia,https://ev-database.org/car/1705/Dacia-Spring-Electric,160,110,130,245,140,180,19.1,125,155,33,125,Front,26.8,6.6,35,170,3734,1622,1516,2423,1300,363,300,4
1439,Porsche,https://ev-database.org/car/1439/Porsche-Taycan-Turbo-S-Cross-Turismo,380,280,330,545,355,435,2.9,250,385,560,1050,AWD,93.4,11.0,43,950,4974,1967,1409,2904,2880,635,405,4
1515,Toyota,https://ev-database.org/car/1515/Toyota-PROACE-Verso-L-75-kWh,280,185,225,390,225,290,13.1,130,260,100,260,Front,75.0,7.4,24,280,5306,1920,1890,3275,3100,1008,989,8
1629,Skoda,https://ev-database.org/car/1629/Skoda-Enyaq-Coupe-iV-80,430,320,375,645,415,515,8.7,160,445,150,310,Rear,82.0,11.0,54,560,4653,1879,1617,2765,2600,556,575,5
1652,Mercedes,https://ev-database.org/car/1652/Mercedes-EQE-AMG-43-4MATIC,465,355,410,685,460,555,4.2,210,485,350,476,AWD,100.0,11.0,50,720,4946,1906,1492,3120,3095,645,430,5
1680,Mazda,https://ev-database.org/car/1680/Mazda-MX-30,170,120,140,250,150,195,9.7,140,170,107,271,Front,35.5,11.0,53,210,4395,1848,1555,2655,2119,474,366,5
1328,Fiat,https://ev-database.org/car/1328/Fiat-500e-3plus1-42-kWh,230,165,195,350,210,270,9.0,150,235,87,220,Front,42.0,11.0,59,390,3631,1683,1529,2322,1725,400,185,4
1357,Seres,https://ev-database.org/car/1357/Seres-3,275,190,230,405,240,305,8.9,155,270,120,300,Front,52.0,6.6,29,240,4385,1850,1650,2655,2065,490,526,5
1591,Tesla,https://ev-database.org/car/1591/Tesla-Model-3-Long-Range-Dual-Motor,455,350,400,700,460,560,4.4,233,485,366,493,AWD,82.0,11.0,60,750,4694,1849,1443,2875,2232,388,561,5
1355,Audi,https://ev-database.org/car/1355/Audi-e-tron-55-quattro,365,265,315,520,330,410,5.7,200,365,300,664,AWD,95.0,11.0,39,590,4901,1935,1616,2928,3140,650,660,5
1626,Porsche,https://ev-database.org/car/1626/Porsche-Taycan-Turbo-S-Sport-Turismo,385,290,335,555,365,445,2.8,260,395,560,1050,AWD,93.4,11.0,44,970,4963,1966,1390,2900,2870,545,405,4
1720,Audi,https://ev-database.org/car/1720/Audi-Q4-Sportback-e-tron-45-quattro,395,290,340,580,370,460,6.9,180,400,195,425,AWD,82.0,11.0,49,500,4588,1865,1614,2764,2715,575,535,5
1472,BMW,https://ev-database.org/car/1472/BMW-iX-xDrive40,350,260,305,515,330,405,6.1,200,360,240,630,AWD,76.6,11.0,47,480,4953,1967,1695,3000,3010,645,500,5
1420,Audi,https://ev-database.org/car/1420/Audi-e-tron-GT-quattro,405,305,355,590,390,475,4.1,245,420,390,640,AWD,93.4,11.0,46,1030,4990,1960,1410,2900,2840,565,405,4
1352,Peugeot,https://ev-database.org/car/1352/Peugeot-e-Traveller-Long-50-kWh,190,125,155,265,155,200,13.1,130,175,100,260,Front,50.0,7.4,24,280,5309,1920,1877,3275,3030,1094,989,9
1558,Volkswagen,https://ev-database.org/car/1558/Volkswagen-ID5-GTX,400,295,345,590,375,465,6.3,180,405,220,460,AWD,82.0,11.0,49,560,4599,1852,1615,2771,2750,583,549,5
1601,Opel,https://ev-database.org/car/1601/Opel-Vivaro-e-Combi-L-50-kWh,190,125,155,265,155,200,12.1,130,175,100,260,Front,50.0,7.4,24,280,5306,1920,1890,3275,2965,1051,912,9
1619,Tesla,https://ev-database.org/car/1619/Tesla-Model-Y-Long-Range-Dual-Motor,420,315,365,635,405,505,5.0,217,435,378,493,AWD,82.0,11.0,54,670,4751,1921,1624,2890,2619,640,854,5
1607,Peugeot,https://ev-database.org/car/1607/Peugeot-e-Expert-Combi-Standard-75-kWh,285,185,230,395,230,295,14.3,130,265,100,260,Front,75.0,7.4,25,290,4956,1920,1890,3275,3100,1044,603,9
1622,Porsche,https://ev-database.org/car/1622/Porsche-Taycan-Plus-Sport-Turismo,430,320,375,635,415,505,5.4,230,445,350,357,Rear,93.4,11.0,50,1090,4963,1966,1404,2900,2770,610,446,4
1702,Volkswagen,https://ev-database.org/car/1702/Volkswagen-ID4-Pro-4MOTION,400,290,340,585,370,460,6.9,180,405,195,425,AWD,82.0,11.0,49,510,4584,1852,1631,2771,2750,604,543,5
1275,Fiat,https://ev-database.org/car/1275/Fiat-500e-Cabrio-42-kWh,225,160,190,345,205,265,9.0,150,230,87,220,Front,42.0,11.0,58,380,3631,1683,1529,2322,1730,400,185,4
1491,Audi,https://ev-database.org/car/1491/Audi-Q4-e-tron-50-quattro,385,275,330,560,350,440,6.2,180,385,220,460,AWD,82.0,11.0,47,490,4588,1865,1632,2764,2720,585,520,5
1532,Volkswagen,https://ev-database.org/car/1532/Volkswagen-ID3-Pro-Performance,340,250,295,515,320,400,7.3,160,350,150,310,Rear,62.0,11.0,56,470,4261,1809,1568,2771,2270,533,385,5
1714,Mercedes,https://ev-database.org/car/1714/Mercedes-EQE-350,485,375,430,730,485,590,6.4,210,515,215,565,Rear,100.0,11.0,54,650,4946,1906,1492,3120,2880,570,430,5
1586,Opel,https://ev-database.org/car/1586/Opel-Mokka-e,255,180,215,385,230,290,9.2,150,255,100,260,Front,50.0,7.4,36,410,4151,1790,1525,2557,2015,492,310,5
1521,Renault,https://ev-database.org/car/1521/Renault-Megane-E-Tech-EV60-220hp,350,255,300,535,330,415,7.4,160,360,160,300,Front,60.0,22.0,110,500,4200,1768,1505,2685,2158,522,440,5
1287,Jaguar,https://ev-database.org/car/1287/Jaguar-I-Pace-EV400,390,275,325,555,345,430,4.8,200,380,294,696,AWD,90.0,11.0,42,360,4682,2011,1565,2990,2670,537,505,5
1756,Ford,https://ev-database.org/car/1756/Ford-Mustang-Mach-E-ER-AWD,445,315,375,640,400,500,5.8,180,440,258,580,AWD,98.7,11.0,45,390,4713,1881,1624,2984,2690,508,322,5
1344,Citroen,https://ev-database.org/car/1344/Citroen-e-SpaceTourer-XL-75-kWh,280,185,225,390,225,290,13.3,130,260,100,260,Front,75.0,7.4,24,280,5308,1920,1890,3275,3100,1008,912,9
1183,Tesla,https://ev-database.org/car/1183/Tesla-Model-Y-Performance,405,300,350,605,385,480,3.7,250,415,393,660,AWD,82.0,11.0,52,640,4751,1921,1624,2890,2634,637,854,5
1598,Citroen,https://ev-database.org/car/1598/Citroen-e-Jumpy-Combi-XL-75-kWh,280,185,225,390,225,290,13.3,130,260,100,260,Front,75.0,7.4,24,280,5308,1920,1890,3275,3100,1008,912,9
1564,Toyota,https://ev-database.org/car/1564/Toyota-bZ4X-FWD,375,265,315,550,340,425,7.5,160,375,150,265,Front,75.0,6.6,29,490,4690,1860,1600,2850,2195,250,452,5
1661,Audi,https://ev-database.org/car/1661/Audi-e-tron-Sportback-50-quattro,290,215,250,415,270,330,6.8,190,295,230,540,AWD,71.0,11.0,43,490,4901,1935,1616,2928,3040,670,615,5
1483,Mercedes,https://ev-database.org/car/1483/Mercedes-EQS-450plus,595,470,535,895,615,740,6.2,210,640,245,568,Rear,120.0,11.0,56,960,5216,1926,1512,3210,2945,540,610,5
1354,Peugeot,https://ev-database.org/car/1354/Peugeot-e-Traveller-Long-75-kWh,280,185,225,390,225,290,14.3,130,260,100,260,Front,75.0,7.4,24,280,5308,1920,1890,3275,3100,1014,989,9
1238,Porsche,https://ev-database.org/car/1238/Porsche-Taycan-4S-Plus,435,335,385,645,435,525,4.0,250,460,420,650,AWD,93.4,11.0,51,1130,4963,1966,1379,2900,2880,660,407,4
1600,Opel,https://ev-database.org/car/1600/Opel-Vivaro-e-Combi-M-50-kWh,190,125,155,270,155,200,12.1,130,180,100,260,Front,50.0,7.4,25,290,4956,1920,1890,3275,2950,1056,507,9
1205,Renault,https://ev-database.org/car/1205/Renault-Zoe-ZE50-R135,305,220,260,465,280,355,9.5,140,310,100,245,Front,54.7,22.0,110,230,4087,1787,1562,2588,1988,486,338,5
1585,Opel,https://ev-database.org/car/1585/Opel-Corsa-e,280,200,240,430,260,330,8.1,150,285,100,260,Front,50.0,7.4,40,460,4060,1765,1433,2538,1920,465,309,5
1341,Citroen,https://ev-database.org/car/1341/Citroen-e-SpaceTourer-M-50-kWh,190,125,155,270,155,200,12.1,130,180,100,260,Front,50.0,7.4,25,290,4956,1920,1890,3275,2950,1056,507,9
1724,Fiat,https://ev-database.org/car/1724/Fiat-E-Ulysse-L3-75-kWh,280,185,225,390,225,290,13.3,130,260,100,260,Front,75.0,7.4,24,280,5306,1920,1890,3275,3065,973,800,8
1561,Porsche,https://ev-database.org/car/1561/Porsche-Taycan-GTS-Sport-Turismo,410,310,360,600,400,485,3.7,250,425,440,850,AWD,93.4,11.0,47,1050,4963,1966,1391,2900,2875,565,446,4
1517,CUPRA,https://ev-database.org/car/1517/CUPRA-Born-170-kW---58-kWh,335,245,290,510,320,400,6.6,160,345,170,310,Rear,62.0,11.0,56,460,4322,1809,1540,2766,2260,511,385,5
1676,BMW,https://ev-database.org/car/1676/BMW-i7-xDrive60,490,375,430,715,480,580,4.7,240,510,400,745,AWD,105.0,11.0,47,610,5391,1950,1544,3215,3250,610,500,5
1597,Citroen,https://ev-database.org/car/1597/Citroen-e-Jumpy-Combi-M-75-kWh,285,185,230,395,230,295,13.3,130,265,100,260,Front,75.0,7.4,25,290,4956,1920,1890,3275,3100,1035,507,9
1487,Polestar,https://ev-database.org/car/1487/Polestar-2-Long-Range-Single-Motor,415,305,360,620,395,490,7.4,160,425,170,330,Front,78.0,11.0,53,570,4607,1800,1479,2735,2490,496,405,5
1356,Audi,https://ev-database.org/car/1356/Audi-e-tron-Sportback-55-quattro,375,275,325,535,345,425,5.7,200,380,300,664,AWD,95.0,11.0,41,610,4901,1935,1616,2928,3140,650,615,5
1722,Fiat,https://ev-database.org/car/1722/Fiat-E-Ulysse-L2-75-kWh,285,185,230,395,230,295,13.3,130,265,100,260,Front,75.0,7.4,25,290,4956,1920,1890,3275,3060,995,450,8
1528,Audi,https://ev-database.org/car/1528/Audi-Q4-Sportback-e-tron-40,415,305,360,615,390,485,8.5,160,425,150,310,Rear,82.0,11.0,52,540,4588,1865,1614,2764,2625,580,535,5
1494,Volkswagen,https://ev-database.org/car/1494/Volkswagen-ID4-GTX,395,285,340,580,365,455,6.2,180,400,220,460,AWD,82.0,11.0,49,560,4584,1852,1631,2771,2750,601,543,5
1623,Porsche,https://ev-database.org/car/1623/Porsche-Taycan-4S-Sport-Turismo,360,270,315,525,345,425,4.0,250,370,390,640,AWD,79.2,11.0,49,910,4963,1966,1390,2900,2875,705,446,4
1559,Mercedes,https://ev-database.org/car/1559/Mercedes-EQB-300-4MATIC,330,235,280,480,300,375,8.0,160,330,168,390,AWD,69.7,11.0,46,470,4684,1834,1701,2829,2580,480,495,7
1664,Mercedes,https://ev-database.org/car/1664/Mercedes-EQB-250,340,245,290,500,310,390,9.2,160,345,140,385,Front,69.7,11.0,49,500,4684,1834,1673,2829,2520,485,495,7
1757,Ford,https://ev-database.org/car/1757/Ford-Mustang-Mach-E-GT,430,305,365,615,385,480,4.4,200,425,358,860,AWD,98.7,11.0,44,380,4743,1881,1613,2984,2717,444,322,5
1409,Mini,https://ev-database.org/car/1409/Mini-Cooper-SE,180,125,150,275,165,210,7.3,150,180,135,270,Front,32.6,11.0,58,260,3850,1727,1432,2495,1775,410,211,4
1620,Tesla,https://ev-database.org/car/1620/Tesla-Model-3-Performance,440,330,385,665,430,530,3.3,261,460,377,660,AWD,82.0,11.0,57,710,4694,1849,1443,2875,2232,388,561,5
1699,Mercedes,https://ev-database.org/car/1699/Mercedes-EQS-450-4MATIC,575,450,515,855,585,705,5.6,210,615,265,800,AWD,120.0,11.0,53,920,5216,1926,1512,3210,3060,520,610,5
1343,Citroen,https://ev-database.org/car/1343/Citroen-e-SpaceTourer-M-75-kWh,285,185,230,395,230,295,13.3,130,265,100,260,Front,75.0,7.4,25,290,4956,1920,1890,3275,3100,1035,507,9
1746,Hongqi,https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh,320,220,265,445,270,340,6.5,200,305,320,600,AWD,84.0,11.0,37,420,5209,2010,1731,3110,3130,625,438,5
1753,Ford,https://ev-database.org/car/1753/Ford-Mustang-Mach-E-SR-RWD,360,255,305,525,320,405,6.9,180,355,198,430,Rear,75.7,11.0,47,370,4713,1881,1624,2984,2555,586,322,5
1519,BMW,https://ev-database.org/car/1519/BMW-i4-M50,420,315,370,620,410,500,3.9,225,435,400,795,AWD,83.9,11.0,50,670,4783,1852,1448,2856,2735,520,470,5
1603,Opel,https://ev-database.org/car/1603/Opel-Vivaro-e-Combi-L-75-kWh,280,185,225,390,225,290,13.3,130,260,100,260,Front,75.0,7.4,24,280,5306,1920,1890,3275,3100,1008,912,9
1567,Subaru,https://ev-database.org/car/1567/Subaru-Solterra-AWD,360,255,300,520,320,405,6.9,160,355,160,336,AWD,75.0,6.6,28,460,4690,1860,1650,2850,2550,515,441,5
1755,Ford,https://ev-database.org/car/1755/Ford-Mustang-Mach-E-SR-AWD,350,250,295,505,315,395,6.3,180,345,198,580,AWD,75.7,11.0,46,360,4713,1881,1624,2984,2640,577,322,5
1171,Honda,https://ev-database.org/car/1171/Honda-e,165,120,140,255,155,195,9.0,145,170,100,315,Rear,35.5,6.6,33,180,3894,1752,1512,2538,1855,342,171,4
1394,Porsche,https://ev-database.org/car/1394/Porsche-Taycan-Plus,450,345,400,670,450,545,5.4,230,475,350,357,Rear,93.4,11.0,53,1170,4963,1966,1394,2900,2795,665,407,4
1557,Volkswagen,https://ev-database.org/car/1557/Volkswagen-ID5-Pro-Performance,420,305,360,620,395,490,8.4,160,430,150,310,Rear,82.0,11.0,52,540,4599,1852,1615,2771,2540,495,549,5
1116,Porsche,https://ev-database.org/car/1116/Porsche-Taycan-Turbo-S,390,290,340,560,370,450,2.8,260,400,560,1050,AWD,93.4,11.0,45,980,4963,1966,1378,2900,2870,575,366,4
1533,Volkswagen,https://ev-database.org/car/1533/Volkswagen-ID3-Pro-S---4-Seats,440,320,380,660,415,515,7.9,160,450,150,310,Rear,82.0,11.0,55,570,4261,1809,1568,2771,2280,420,385,4
1547,Citroen,https://ev-database.org/car/1547/Citroen-e-Berlingo-XL-50-kWh,210,140,170,295,170,220,11.7,135,195,100,260,Front,50.0,7.4,27,310,4753,1921,1849,2975,2440,639,806,7
1492,Audi,https://ev-database.org/car/1492/Audi-Q4-Sportback-e-tron-50-quattro,395,290,340,580,370,460,6.2,180,400,220,460,AWD,82.0,11.0,49,500,4588,1865,1614,2764,2715,575,535,5
1353,Peugeot,https://ev-database.org/car/1353/Peugeot-e-Traveller-Standard-75-kWh,285,185,230,395,230,295,14.3,130,265,100,260,Front,75.0,7.4,25,290,4956,1920,1890,3275,3100,1044,603,9
